,logFC,logCPM,F,PValue,FDR
WBGene00003925,-1.137019933,7.172672135,174.6108445,1.97970185293718e-16,9.45614829892616e-15
WBGene00006512,-1.019611478,6.918343369,174.3478547,2.03046557588696e-16,9.66529524301932e-15
WBGene00012825,2.364400406,5.667253761,174.2799284,2.04386447660666e-16,9.6957570992998e-15
WBGene00015042,5.616588353,-0.143533314,132.6993077,2.06289269824671e-16,9.7526244560114e-15
WBGene00001154,-0.961638835,5.773536833,174.1230414,2.07497398824896e-16,9.77046231479042e-15
WBGene00010405,-1.089413732,7.600252109,174.0939063,2.08077272802712e-16,9.77046231479042e-15
WBGene00004144,3.889972743,5.721734868,173.8393954,2.13298873503972e-16,9.981810796544e-15
WBGene00022615,-1.231491095,7.201311689,173.7616771,2.14857864509035e-16,1.00209129265291e-14
WBGene00006604,-0.778723064,6.142501567,173.6568424,2.17047033548069e-16,1.00890453312344e-14
WBGene00194641,1.977455852,2.025809488,173.5799479,2.20164880960859e-16,1.01997455888623e-14
WBGene00012992,-1.212850171,4.549762806,173.4674801,2.21125555880165e-16,1.02101040001735e-14
WBGene00008258,-0.861030409,6.788452797,173.2483666,2.25793292739409e-16,1.0390992328991e-14
WBGene00021276,-1.234673401,6.504547723,173.2084929,2.26667529660519e-16,1.03966841750249e-14
WBGene00018341,-1.152498549,7.210726572,173.1359954,2.28263593725415e-16,1.04353376247012e-14
WBGene00017834,2.241477913,7.32880246,172.8077893,2.35643784091398e-16,1.07372950566909e-14
WBGene00008409,-1.486375769,5.043970906,172.595374,2.40576876193802e-16,1.09261340624149e-14
WBGene00013311,-1.729677912,10.64688037,172.1941144,2.50121277881582e-16,1.13224834680251e-14
WBGene00006924,-0.897078367,10.71160453,172.1030736,2.523473766391e-16,1.13860451505043e-14
WBGene00017948,-1.498613601,4.82717757,171.8373891,2.59007619857833e-16,1.16474115038613e-14
WBGene00007508,4.444080633,0.560805938,171.3412421,2.59821697566643e-16,1.16474115038613e-14
WBGene00016142,-0.92812221,6.399908264,171.7329135,2.61616768602452e-16,1.16900499312296e-14
WBGene00014058,1.393896955,6.523410154,171.6544797,2.63625716538023e-16,1.171724579077e-14
WBGene00001234,-1.134368836,6.968533341,171.6431148,2.63917173456557e-16,1.171724579077e-14
WBGene00002077,-1.094881275,9.226003412,171.4392928,2.69219136970764e-16,1.19144520297733e-14
WBGene00002497,-1.578075215,5.06278089,171.1800006,2.76154797080621e-16,1.21824721310852e-14
WBGene00014249,-0.730914249,7.132797125,170.9114249,2.83479845107653e-16,1.2465913696607e-14
WBGene00008494,-4.046778061,2.618387488,171.1383468,2.87282304662162e-16,1.25931471018363e-14
WBGene00012713,-0.781051832,7.576017688,170.1596288,3.05170484175161e-16,1.33350837438307e-14
WBGene00004382,0.903192213,4.361070551,170.0202161,3.0952635653651e-16,1.34828902224646e-14
WBGene00001635,-0.871498421,6.474646753,169.8297726,3.15232297910326e-16,1.36883943280685e-14
WBGene00003573,1.947244038,4.140466723,169.7883775,3.16726095786837e-16,1.37102808713727e-14
WBGene00002879,-1.306941623,7.332834245,169.6461466,3.20981056493702e-16,1.38511825375413e-14
WBGene00007712,-1.296037204,4.951739989,169.5805992,3.23092963480549e-16,1.38990177954428e-14
WBGene00001423,-1.848907717,10.04363699,169.4660745,3.26726155612299e-16,1.40117978561658e-14
WBGene00018872,0.945916028,6.07818757,169.1485614,3.37126194287183e-16,1.44131853187224e-14
WBGene00000383,0.886342948,6.803845964,168.9384008,3.44194690399712e-16,1.46337950959647e-14
WBGene00007630,-1.183790439,7.78055528,168.9323574,3.44399162668531e-16,1.46337950959647e-14
WBGene00014083,-1.045344507,4.8382309,168.9020632,3.45468952842505e-16,1.46343606568024e-14
WBGene00010139,-1.337536976,7.580030949,168.828068,3.47968131557763e-16,1.46952882876162e-14
WBGene00000266,-0.69397739,6.249176289,168.6311289,3.54816410799805e-16,1.49389572109389e-14
WBGene00021248,-2.063432283,7.313877902,168.3736388,3.63978226590717e-16,1.52782618022261e-14
WBGene00003815,-1.272201091,7.457070665,167.8677097,3.82713186670769e-16,1.60161421805544e-14
WBGene00000298,2.041979603,4.82690639,167.7405751,3.87708792173424e-16,1.61763318951394e-14
WBGene00018866,-1.0301935,6.597231366,167.5924514,3.93330559139037e-16,1.63616063219037e-14
WBGene00012466,1.711922243,4.88853363,167.3401091,4.03422561073846e-16,1.67311656167512e-14
WBGene00007395,1.541889951,5.018078169,167.1744273,4.10098648137479e-16,1.69572730567175e-14
WBGene00021890,0.8525782,7.253972108,167.1299386,4.11867222320112e-16,1.69797165582684e-14
WBGene00022722,-1.008304427,6.274755099,166.9660219,4.18658534652105e-16,1.71628322178199e-14
WBGene00003130,-0.76406771,7.162658405,166.9628708,4.18786983079925e-16,1.71628322178199e-14
WBGene00012610,1.626823891,3.428173235,166.9102281,4.21457563990242e-16,1.72020732724855e-14
WBGene00000800,-0.707866075,7.313971917,166.8339923,4.24207876791997e-16,1.72020732724855e-14
WBGene00021466,-0.806673806,8.004895167,166.8223832,4.24699230138738e-16,1.72020732724855e-14
WBGene00020909,3.06690477,6.705107098,166.8222679,4.24711887033644e-16,1.72020732724855e-14
WBGene00001427,-1.177656138,8.657085392,166.7103448,4.29477369585202e-16,1.73443747040648e-14
WBGene00008617,3.369718101,0.466548787,169.361689,4.30862705406788e-16,1.73497389398105e-14
WBGene00020216,-1.617903643,8.897359679,166.3692931,4.44373014632103e-16,1.78418985469098e-14
WBGene00008692,-1.744332673,4.289468676,165.9725429,4.62642060328588e-16,1.85217278025191e-14
WBGene00000475,-0.710594834,9.069764992,165.7731981,4.71723072033643e-16,1.88308587717868e-14
WBGene00002005,-1.028409736,11.97592319,165.4241204,4.88553727003454e-16,1.94466845587697e-14
WBGene00010985,2.598558043,3.167316624,164.9886743,5.1147794768045e-16,2.03008381984802e-14
WBGene00001840,-1.030007011,8.796072942,164.9229357,5.13827499370937e-16,2.03358243465321e-14
WBGene00022181,3.98291765,2.391586356,164.244025,5.57314724672441e-16,2.19940842340816e-14
WBGene00044344,-1.206766718,5.37000757,163.8848004,5.7067881608497e-16,2.24160175981676e-14
WBGene00004233,-2.828197547,2.160753899,163.9855791,5.71242723949839e-16,2.24160175981676e-14
WBGene00019232,1.934061074,4.256268833,163.5719658,5.89351590140668e-16,2.30612944255043e-14
WBGene00015552,1.166441072,5.043866509,163.4387822,5.97073360131868e-16,2.32976343226666e-14
WBGene00009291,2.441827299,2.483729624,163.1252174,6.19071657575075e-16,2.40881477548594e-14
WBGene00019748,1.470526474,6.411407046,162.8749698,6.32252337579489e-16,2.45320991040646e-14
WBGene00015350,1.145515368,6.805639347,162.7694281,6.39079646278808e-16,2.47190087094432e-14
WBGene00001439,1.252080257,6.412432354,162.7455408,6.40638472905725e-16,2.47190087094432e-14
WBGene00016340,5.685507436,6.13807562,162.5873888,6.58584929608641e-16,2.53408845692747e-14
WBGene00006603,0.870467581,6.981588341,161.9407925,6.95465726101144e-16,2.66858483045791e-14
WBGene00006447,-1.023864973,4.443704053,161.8850828,6.99694888843782e-16,2.67739602217239e-14
WBGene00006964,-1.237530561,7.10209658,161.7995534,7.05585651521128e-16,2.69249929610762e-14
WBGene00012366,0.845919709,5.038440684,161.7704157,7.07727074405065e-16,2.69325149303818e-14
WBGene00011018,0.983051987,5.596692237,161.7054022,7.1243325334824e-16,2.70373299325475e-14
WBGene00003390,-1.071833267,5.69804253,161.5845968,7.21298414056879e-16,2.72989771352893e-14
WBGene00009211,-0.929576066,6.224326325,161.4651953,7.30168583613925e-16,2.75593875210357e-14
WBGene00013997,-0.693536375,7.353503949,161.1562724,7.53668876669873e-16,2.83690795642149e-14
WBGene00002981,2.481845204,6.530357074,160.97519,7.67822221570272e-16,2.88235051848005e-14
WBGene00012126,-1.133384173,5.782043553,160.937506,7.7080806581132e-16,2.88520170234144e-14
WBGene00007605,2.419306996,7.964084426,160.9128994,7.7274749607903e-16,2.88520170234144e-14
WBGene00006059,-0.885687723,5.890878481,160.6708523,7.9223255286766e-16,2.95000143073194e-14
WBGene00016407,1.82499835,7.336839472,160.5275292,8.0399598833265e-16,2.98577813147021e-14
WBGene00022797,1.744991053,5.412704139,160.409535,8.13857299660055e-16,3.01398115270556e-14
WBGene00015250,1.21918301,4.993557787,160.3852043,8.1594205332413e-16,3.01398115270556e-14
WBGene00003893,-0.718786794,9.336909355,160.2896271,8.23944455545434e-16,3.03544643569557e-14
WBGene00000883,-1.22430015,9.666554135,160.1472331,8.3613332701885e-16,3.07218006521621e-14
WBGene00022793,-0.96781797,8.080656436,160.0941476,8.40726269817691e-16,3.08088367447478e-14
WBGene00000503,2.840795232,3.796291163,160.0180104,8.48386889725042e-16,3.10075334999242e-14
WBGene00019380,-1.341079563,6.579288203,159.8991005,8.57833466466329e-16,3.12268993829583e-14
WBGene00003568,0.949899463,6.524996056,159.8870946,8.58897535728205e-16,3.12268993829583e-14
WBGene00004302,-1.216636409,8.360270438,159.7643491,8.69855441775971e-16,3.15425067525674e-14
WBGene00010097,-0.80779671,7.49741932,159.5118862,8.92869335538619e-16,3.22924961772348e-14
WBGene00020097,-0.692662028,9.168809511,158.9997444,9.41534438327643e-16,3.39638933325899e-14
WBGene00019645,2.381648268,6.560658752,158.132417,1.0304854293462e-15,3.70760627722171e-14
WBGene00001020,-1.475608443,5.453794739,157.850969,1.06116442883002e-15,3.80809576895168e-14
WBGene00011849,1.619416323,5.776719887,157.8012646,1.06663618775163e-15,3.81784094902729e-14
WBGene00002980,1.753389396,7.933834425,157.2906469,1.12508812061602e-15,4.01668057906522e-14
WBGene00010480,1.369166699,4.720970151,157.2491214,1.13026855166752e-15,4.02480205082222e-14
WBGene00011899,1.700264347,3.403286056,157.163275,1.14141080008412e-15,4.04955228045643e-14
WBGene00009797,0.909917041,5.195751573,157.1396229,1.14306594113374e-15,4.04955228045643e-14
WBGene00004210,1.027516422,7.045994637,156.7847486,1.1863475005994e-15,4.19216468834257e-14
WBGene00011222,-0.86794247,6.198037721,156.7164285,1.19489267355697e-15,4.21161661936671e-14
WBGene00007992,4.48934373,0.314416151,158.1701614,1.21683240401866e-15,4.27806153818946e-14
WBGene00022738,-0.857926995,7.574520363,156.5125094,1.22074750318263e-15,4.28096061116096e-14
WBGene00018732,2.003296134,4.420732181,156.4797164,1.22558775993045e-15,4.28708122488802e-14
WBGene00001113,-1.097975156,7.231695125,156.3619192,1.24022630330928e-15,4.32735887995973e-14
WBGene00010766,-0.706630046,6.324017535,156.3064582,1.247488741237e-15,4.34176232251633e-14
WBGene00011412,-0.970672513,5.692077852,155.9631319,1.29342016940403e-15,4.49033989638714e-14
WBGene00012361,-1.381349544,6.261775801,155.9294209,1.29800991680022e-15,4.49500834187918e-14
WBGene00011730,-0.822098432,7.844227111,155.8654432,1.30677987543499e-15,4.514093474944e-14
WBGene00009578,1.546655483,5.929448204,155.7445513,1.32356875279837e-15,4.56071501586144e-14
WBGene00018758,1.271050766,5.080940962,155.6599156,1.33551101504665e-15,4.59044629787249e-14
WBGene00021512,-1.09359285,4.728481635,155.5856744,1.34612307138233e-15,4.61546950118515e-14
WBGene00018293,-2.371513829,3.219768019,155.3535539,1.38204833997868e-15,4.72171156384132e-14
WBGene00006626,-1.669868346,9.880837922,155.3221082,1.383926432948e-15,4.72171156384132e-14
WBGene00008781,-1.308385083,6.432043698,155.2900118,1.38864260220361e-15,4.72616150509199e-14
WBGene00017816,-0.828634575,6.848803599,155.0919743,1.41803482626654e-15,4.81117718026033e-14
WBGene00009033,4.626828439,0.111145727,155.8583132,1.42056848594172e-15,4.81117718026033e-14
WBGene00015461,-1.014774685,4.987150878,154.9249349,1.44345975434949e-15,4.87678158957294e-14
WBGene00017319,-1.010951421,5.60180979,154.8785991,1.45047145636443e-15,4.88854759454017e-14
WBGene00022046,-1.667747776,8.232535005,154.7547358,1.46960457072177e-15,4.9298189292809e-14
WBGene00011006,-1.122044923,4.117609663,154.7586471,1.46983483814107e-15,4.9298189292809e-14
WBGene00045433,-1.15539628,4.98396388,154.659081,1.4847235227892e-15,4.96772711054976e-14
WBGene00006472,-0.816563384,6.943777829,154.5163993,1.50724148072091e-15,5.03091782914364e-14
WBGene00022122,-1.496136785,9.666694458,154.3951933,1.52676067205133e-15,5.0794315598456e-14
WBGene00017336,3.080510053,4.924269925,154.3861711,1.52910984728242e-15,5.0794315598456e-14
WBGene00003957,-2.90178326,6.252812014,154.3135465,1.54020160928072e-15,5.09254872640659e-14
WBGene00019284,2.352673839,3.694445997,154.3204182,1.54041143254719e-15,5.09254872640659e-14
WBGene00019678,-1.102341813,6.164554578,154.171082,1.56358071659396e-15,5.15683811577607e-14
WBGene00021754,-0.923640994,6.389013976,153.7703571,1.63171856040615e-15,5.36878040350262e-14
WBGene00002070,-1.249499375,6.929594737,153.6970615,1.64450926671352e-15,5.39804321386628e-14
WBGene00021624,4.499191295,-0.150358467,151.9588655,1.65541092991978e-15,5.4185985229091e-14
WBGene00016250,-1.033775707,9.169117876,153.6170368,1.65859498535479e-15,5.4185985229091e-14
WBGene00007073,1.975689319,4.384038972,153.5043573,1.67949354972535e-15,5.47396344724602e-14
WBGene00010560,-0.967485281,7.3180036,153.4367802,1.69080692716481e-15,5.49790083452744e-14
WBGene00001240,-1.264326629,8.599402943,153.388046,1.69962391774518e-15,5.51362775377197e-14
WBGene00016913,-0.816835938,7.992530995,153.1924915,1.73550463801717e-15,5.61687155276024e-14
WBGene00000179,-0.996190953,5.23800213,152.9665556,1.77807554073876e-15,5.74123598841803e-14
WBGene00008027,3.252944283,2.975302753,152.9429752,1.78900419895782e-15,5.76308980557294e-14
WBGene00000933,-0.898533284,6.561353783,152.8719761,1.79604959941685e-15,5.77236172879867e-14
WBGene00017149,-2.014232041,5.230390483,152.7774972,1.81449623575448e-15,5.8181485781646e-14
WBGene00013039,1.03086681,5.821844213,152.6510165,1.83908954382412e-15,5.88338761225213e-14
WBGene00015369,2.429213905,3.125356993,152.4488192,1.88346377495058e-15,6.01146087802198e-14
WBGene00008428,-0.759071596,5.83833312,152.3290643,1.90371270312063e-15,6.06212146290275e-14
WBGene00000877,-1.052504197,7.275003078,152.0849007,1.95428223058682e-15,6.20888015093776e-14
WBGene00011586,1.488179979,3.741204818,151.8287475,2.01050166682728e-15,6.37287622171431e-14
WBGene00017085,-0.871384788,6.954673061,151.668953,2.04375091089134e-15,6.4634789081431e-14
WBGene00006700,-1.025978571,5.782558581,151.5953476,2.06005579326786e-15,6.50020338231126e-14
WBGene00016101,1.749567338,3.344510294,151.27799,2.13434647386059e-15,6.71931076270838e-14
WBGene00004506,-0.849506427,7.146774749,151.14339,2.16297442409074e-15,6.78339241105745e-14
WBGene00020576,-1.124146531,6.856365083,151.1368972,2.16449570147805e-15,6.78339241105745e-14
WBGene00002037,-1.069966031,6.586175787,151.0625017,2.18196945251857e-15,6.81656788720306e-14
WBGene00019893,-0.92237954,8.155416124,151.0499333,2.18492357920745e-15,6.81656788720306e-14
WBGene00011285,2.533285454,3.148528127,150.8345936,2.24203944801652e-15,6.97904054694941e-14
WBGene00011182,-1.209540116,8.407724407,150.5789133,2.29918001202279e-15,7.14086132882056e-14
WBGene00009028,4.53829683,1.11720822,151.9112435,2.33860148190237e-15,7.24704870857082e-14
WBGene00012945,3.054066812,1.941525467,150.4785287,2.34935615975055e-15,7.26412534037156e-14
WBGene00011638,-1.06111724,7.955611049,150.3294222,2.36222262836839e-15,7.28764094613785e-14
WBGene00022178,1.76239577,4.793933378,150.2024115,2.39568466807483e-15,7.37444978270501e-14
WBGene00003697,1.938307857,3.781330595,150.1591648,2.40808178527358e-15,7.39617492009084e-14
WBGene00006936,-1.158623202,7.984086794,150.1136918,2.41819467850135e-15,7.41080369172582e-14
WBGene00015249,1.059941793,4.605924077,150.0302389,2.44095022465063e-15,7.441229190618e-14
WBGene00003926,-0.9586652,7.199084918,150.0220678,2.44238985240963e-15,7.441229190618e-14
WBGene00004461,-0.977743675,7.025794418,150.0151118,2.44423858051631e-15,7.441229190618e-14
WBGene00011059,-1.415630438,8.815955223,149.6719559,2.53718627629726e-15,7.70725971475213e-14
WBGene00001089,-0.952428399,7.254665012,149.6159582,2.55270867214065e-15,7.72370356736286e-14
WBGene00206525,2.03896031,1.830646586,149.6907222,2.55375125169809e-15,7.72370356736286e-14
WBGene00002256,-1.331650254,5.139154541,149.3982505,2.61419169442231e-15,7.88927741854855e-14
WBGene00016140,-0.642955366,7.329747437,149.3684961,2.62248143848677e-15,7.89708975780841e-14
WBGene00008444,1.251516357,6.137311445,149.2472034,2.65743393541688e-15,7.9849837035563e-14
WBGene00000731,-4.274752223,2.870318283,149.4813985,2.67965521761026e-15,8.03432555721587e-14
WBGene00012123,-1.804292099,3.581366838,149.1273259,2.69509797167056e-15,8.06317432042778e-14
WBGene00020600,-1.030313227,6.122540687,148.9300261,2.75109255709214e-15,8.20270696660783e-14
WBGene00009367,-1.270840501,7.686484447,148.9216646,2.75357980037009e-15,8.20270696660783e-14
WBGene00013668,-1.197137019,6.90753633,148.8477051,2.77594144698047e-15,8.25157530548786e-14
WBGene00008646,-0.842005525,5.291809941,148.5377672,2.87181902758098e-15,8.51829489722736e-14
WBGene00010177,1.14925743,6.728472706,148.3259526,2.93914986907123e-15,8.6993811936698e-14
WBGene00018362,-1.168627416,7.430990079,148.1904773,2.98314181071155e-15,8.81076340340647e-14
WBGene00003799,-0.941343898,6.378182521,147.8984915,3.0803592947853e-15,9.07853977688637e-14
WBGene00007455,-1.391831223,6.779005685,147.7442682,3.1330297787209e-15,9.21416740867132e-14
WBGene00019436,2.239467689,2.780049469,147.4532976,3.24299075574435e-15,9.5103433883532e-14
WBGene00021073,-1.119865788,6.996186254,147.4183508,3.24746781886447e-15,9.5103433883532e-14
WBGene00013481,1.609816168,6.65201864,147.2472369,3.30931184862424e-15,9.6617809738057e-14
WBGene00017510,2.476014467,1.900770754,147.331715,3.31488242667983e-15,9.6617809738057e-14
WBGene00013983,-0.994329209,6.165029124,147.2177536,3.32010377095835e-15,9.6617809738057e-14
WBGene00012013,1.524497022,3.561540907,147.032627,3.39180129368086e-15,9.84973407129294e-14
WBGene00006915,-0.936472793,9.322155175,146.793036,3.47948309974223e-15,1.00832217359057e-13
WBGene00001333,-0.753249597,8.613845127,146.4770647,3.60327613603315e-15,1.04201630556015e-13
